,City of Interest,City,State,Total INC 5000 Businesses in Area,Construction,IT Services,Advertising & Marketing,Government Services,Health,Financial Services,Food & Beverage,Real Estate,Security,Education,Human Resources,Consulting,Manufacturing,Business Products & Services,Logistics & Transportation,Software,Travel & Hospitality,Retail,Telecommunications,Media,Consumer Products & Services,Energy,Insurance,Environmental Services,Engineering,Computer Hardware,Business Services
"Pasadena,+TX",,Pasadena,TX,93,0,12,5,0,8,3,1,1,1,1,6,0,2,12,3,9,0,2,1,0,4,17,1,1,3,0,0
"Paso+Robles,+CA",,Paso Robles,CA,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0
"Pawleys+Island,+SC",,Pawleys Island,SC,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pawtucket,+RI",,Pawtucket,RI,50,0,10,7,1,5,4,2,0,1,1,1,0,2,2,2,2,1,3,2,0,0,2,2,0,0,0,0
"Payson,+AZ",,Payson,AZ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Peabody,+MA",,Peabody,MA,156,5,25,18,2,16,7,4,3,1,2,4,0,5,15,2,16,5,5,5,1,4,4,2,2,3,0,0
"Peachtree+City,+GA",,Peachtree City,GA,83,1,15,6,1,3,8,3,2,2,0,7,0,5,8,6,5,0,1,3,1,2,1,1,0,0,2,0
"Pearland,+TX",,Pearland,TX,89,0,12,4,0,8,3,1,1,1,1,6,0,2,10,3,8,0,2,1,0,4,17,1,1,3,0,0
"Pelham,+AL",,Pelham,AL,21,1,3,0,0,4,1,0,0,0,0,2,0,0,4,0,1,0,0,0,1,2,1,0,1,0,0,0
"Pembroke+Pines,+FL",,Pembroke Pines,FL,97,2,13,11,0,9,5,2,2,1,3,6,0,1,9,4,4,5,6,2,1,6,2,2,0,1,0,0
"Pensacola,+FL",,Pensacola,FL,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peoria,+IL",,Peoria,IL,4,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Petaluma,+CA",,Petaluma,CA,16,0,1,0,0,1,1,4,0,0,1,1,0,1,1,0,0,0,2,0,1,1,0,1,0,0,0,0
"Pewaukee,+WI",,Pewaukee,WI,44,0,5,4,1,1,2,0,1,0,0,4,0,7,5,2,1,0,5,0,1,2,0,0,1,2,0,0
"Pflugerville,+TX",,Pflugerville,TX,96,4,9,12,3,7,6,3,4,0,3,0,0,5,7,3,6,1,6,2,1,8,3,1,1,1,0,0
"Philadelphia,+PA",,Philadelphia,PA,130,4,20,8,0,17,10,1,1,0,5,11,0,7,14,3,7,3,2,1,1,5,3,4,3,0,0,0
"Philipsburg,+PA",,Philipsburg,PA,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Phoenix,+AZ",,Phoenix,AZ,92,0,13,6,3,12,4,1,3,3,1,1,0,4,9,2,13,0,7,2,0,5,1,0,0,2,0,0
"Phoenix,+OR",,Phoenix,OR,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phoenixville,+PA",,Phoenixville,PA,111,3,20,7,1,15,6,1,1,0,5,9,0,5,13,2,5,1,1,1,1,5,2,4,3,0,0,0
"Pico+Rivera,+CA",,Pico Rivera,CA,233,4,21,36,2,10,17,5,7,4,1,6,0,4,27,7,14,4,14,8,10,17,2,4,1,3,5,0
"Piketon,+OH",,Piketon,OH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Pine+Grove,+PA",,Pine Grove,PA,10,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Piscataway,+NJ",,Piscataway,NJ,288,3,55,52,1,15,9,6,2,1,11,15,0,6,26,2,18,6,12,10,13,13,3,3,2,3,1,0
"Pittsboro,+NC",,Pittsboro,NC,27,2,1,4,0,3,2,1,0,0,2,1,0,1,0,0,5,0,2,0,0,1,0,0,2,0,0,0
"PIttsburgh,+PA",,PIttsburgh,PA,26,2,5,4,0,2,2,0,1,0,1,0,0,0,1,3,1,0,0,1,0,1,0,0,0,2,0,0
"Pittsburgh,+PA",,Pittsburgh,PA,26,2,5,4,0,2,2,0,1,0,1,0,0,0,1,3,1,0,0,1,0,1,0,0,0,2,0,0
"Pittsford,+NY",,Pittsford,NY,22,1,4,1,0,0,1,0,0,0,0,2,0,3,3,0,0,0,0,6,0,1,0,0,0,0,0,0
"Placentia,+CA",,Placentia,CA,198,5,17,28,1,9,15,3,7,3,0,7,0,4,26,7,12,2,12,9,4,12,3,3,1,2,6,0
"Plainfield,+IL",,Plainfield,IL,102,6,18,7,0,5,6,8,0,0,2,5,0,12,7,7,3,0,3,3,2,3,2,1,0,1,1,0
"Plainsboro,+NJ",,Plainsboro,NJ,91,1,25,3,1,6,4,2,1,0,3,6,0,6,6,2,7,1,3,2,2,2,3,3,1,1,0,0
"Plainview,+NY",,Plainview,NY,260,4,35,57,0,12,13,7,3,4,12,10,0,5,20,4,11,7,13,8,14,13,1,2,1,3,1,0
"Plainville,+CT",,Plainville,CT,26,1,4,2,1,2,1,1,0,0,1,0,0,3,4,0,2,0,1,0,0,0,1,1,0,1,0,0
"Plaistow,+NH",,Plaistow,NH,82,3,18,4,2,9,4,2,1,0,2,3,0,3,9,3,6,1,1,5,0,2,2,0,1,1,0,0
"Plano,+TX",,Plano,TX,138,8,27,5,0,6,13,4,5,2,0,5,0,8,17,1,6,5,6,5,0,6,5,1,3,0,0,0
"Plantation,+FL",,Plantation,FL,101,2,13,12,0,9,6,2,2,1,3,6,0,3,9,4,4,5,6,2,1,6,2,2,0,1,0,0
"Pleasant+Grove,+UT",,Pleasant Grove,UT,82,6,1,6,1,5,6,6,0,5,2,3,0,3,5,4,11,0,8,2,0,5,0,2,0,0,1,0
"Pleasant+Hill,+MO",,Pleasant Hill,MO,32,1,5,5,1,2,2,1,1,2,1,1,0,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0
"Pleasant+Ridge,+MI",,Pleasant Ridge,MI,82,3,18,7,1,4,7,3,1,0,2,7,0,2,8,2,3,0,1,3,1,3,1,0,2,3,0,0
"Pleasant+Valley,+NY",,Pleasant Valley,NY,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Pleasanton,+CA",,Pleasanton,CA,154,2,37,17,0,4,8,6,1,2,4,5,0,4,15,2,17,0,6,6,1,0,6,0,3,2,6,0
"Pleasantville,+NY",,Pleasantville,NY,87,3,14,12,1,9,6,2,1,2,3,2,0,2,7,3,3,2,3,2,4,3,2,1,0,0,0,0
"Plymouth,+MN",,Plymouth,MN,76,4,17,8,0,7,3,0,1,1,0,3,0,2,8,2,6,0,5,2,0,2,4,0,0,1,0,0
"Plymouth,+MI",,Plymouth,MI,85,3,17,7,1,4,9,3,1,0,2,7,0,3,8,2,4,0,1,3,1,3,1,0,2,3,0,0
"Plymouth,+MA",,Plymouth,MA,22,0,2,1,0,2,1,2,1,0,0,0,0,1,2,1,1,1,1,3,0,1,0,1,0,1,0,0
"Plymouth+Meeting,+PA",,Plymouth Meeting,PA,130,4,19,8,0,17,10,1,1,0,5,11,0,7,15,3,7,3,2,1,1,5,3,4,3,0,0,0
"pompano+beach,+FL",,pompano beach,FL,74,1,9,10,0,8,5,0,1,1,2,4,0,3,4,3,4,4,3,1,1,5,2,2,0,1,0,0
"Pompano+Beach,+FL",,Pompano Beach,FL,74,1,9,10,0,8,5,0,1,1,2,4,0,3,4,3,4,4,3,1,1,5,2,2,0,1,0,0
"Pompton+Plains,+NJ",,Pompton Plains,NJ,281,5,45,55,1,15,13,7,2,1,11,13,0,5,31,2,15,6,13,8,11,12,2,3,1,3,1,0
"Ponte+Vedra,+FL",,Ponte Vedra,FL,27,4,5,1,1,3,1,0,1,0,0,1,0,0,3,2,0,0,1,0,0,0,1,2,1,0,0,0
"Port+Chester,+NY",,Port Chester,NY,289,4,38,61,1,17,13,7,3,4,12,11,0,6,26,6,13,7,14,8,15,14,2,2,1,3,1,0
"Port+Matilda,+PA",,Port Matilda,PA,5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Port+Orange,+FL",,Port Orange,FL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Port+Washington,+WI",,Port Washington,WI,39,1,5,4,1,1,2,0,1,0,0,4,0,6,3,2,1,0,4,0,1,1,0,0,1,1,0,0
"Portage,+OH",,Portage,OH,12,2,1,0,0,1,0,1,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0
"Portage,+MI",,Portage,MI,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Austin,+TX",1,Austin,TX,97,4,10,12,3,7,6,3,4,0,3,0,0,5,7,3,6,1,6,2,1,8,3,1,1,1,0,0
"Portland,+ME",,Portland,ME,9,0,3,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"Portola+Valley,+CA",,Portola Valley,CA,202,4,37,31,0,7,11,7,4,3,4,8,0,4,18,2,25,0,9,7,2,5,4,0,3,2,5,0
"Portsmouth,+NH",,Portsmouth,NH,14,0,2,0,0,2,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0
"Portsmouth,+VA",,Portsmouth,VA,25,2,6,2,6,2,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0
"Potomac+Falls,+VA",,Potomac Falls,VA,322,8,82,17,95,10,9,1,8,5,2,7,0,1,26,6,19,5,2,6,2,3,4,0,2,1,1,0
"Poway,+CA",,Poway,CA,101,6,5,10,4,5,7,2,4,0,3,2,0,6,11,1,10,4,3,2,0,5,3,1,2,2,2,1
"Powder+Springs,+GA",,Powder Springs,GA,158,6,32,9,1,13,13,5,5,4,0,13,0,5,14,6,11,0,5,6,2,4,1,1,0,0,2,0
"Powell,+OH",,Powell,OH,42,1,11,5,1,3,3,1,0,0,0,1,0,1,1,3,2,0,3,1,0,0,2,0,1,1,1,0
"Prescott+Valley,+AZ",,Prescott Valley,AZ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Princeton,+NJ",,Princeton,NJ,86,1,24,2,1,7,3,2,1,0,2,6,0,8,7,1,6,1,3,2,1,2,2,3,1,0,0,0
"Princeton,+IN",,Princeton,IN,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Providence,+RI",,Providence,RI,30,0,5,2,1,2,3,2,0,1,0,1,0,2,2,1,1,1,2,2,0,0,1,1,0,0,0,0
"Provo,+UT",,Provo,UT,47,4,1,3,0,3,1,4,0,5,2,2,0,1,2,2,7,0,5,1,0,2,0,2,0,0,0,0
"Punta+Gorda,+FL",,Punta Gorda,FL,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Puyallup,+WA",,Puyallup,WA,90,0,12,11,0,8,4,1,2,0,0,0,0,5,19,3,8,0,4,2,0,6,3,1,0,1,0,0
"Quincy,+MA",,Quincy,MA,159,5,27,18,3,14,8,4,3,1,1,5,0,4,15,3,15,6,5,6,1,5,4,2,1,3,0,0
"Racine,+WI",,Racine,WI,34,1,5,4,1,2,2,0,0,0,0,4,0,4,3,2,1,0,1,0,0,2,0,0,0,2,0,0
"Radnor,+PA",,Radnor,PA,126,3,20,7,0,17,10,1,1,0,5,11,0,6,14,3,7,3,2,1,1,5,2,4,3,0,0,0
"Indianapolis,+IN",1,Indianapolis,IN,37,1,3,3,0,3,2,0,0,2,1,0,0,0,4,4,6,0,1,0,1,3,1,1,0,1,0,0
"Ramsey,+NJ",,Ramsey,NJ,270,4,40,56,1,14,14,6,3,1,11,11,0,5,29,2,13,6,13,8,12,12,3,1,1,3,1,0
"Ramsey,+MN",,Ramsey,MN,62,4,13,8,0,6,3,0,1,1,0,2,0,2,6,1,4,0,3,2,0,2,3,0,0,1,0,0
"Rancho+Cordova,+CA",,Rancho Cordova,CA,19,0,3,1,0,2,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,3,1,1,0,1,1,0
"Rancho+Cucamonga,+CA",,Rancho Cucamonga,CA,50,2,2,4,0,4,5,1,2,2,0,0,0,2,9,1,0,0,5,3,0,5,0,1,0,0,2,0
"Rancho+Santa+Margarita,+CA",,Rancho Santa Margarita,CA,119,4,11,13,1,8,12,3,5,2,0,7,0,4,11,2,6,0,4,6,2,11,2,2,0,0,3,0
"Randolph,+MA",,Randolph,MA,155,5,27,18,3,13,8,4,3,1,1,4,0,4,14,2,15,6,5,6,1,5,4,2,1,3,0,0
"Reading,+PA",,Reading,PA,20,1,6,2,1,3,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0
"Red+Bank,+NJ",,Red Bank,NJ,258,2,47,51,0,9,10,6,2,1,12,12,0,4,20,2,16,5,14,7,13,13,3,2,2,4,1,0
"Redding,+CT",,Redding,CT,38,1,7,7,0,3,3,1,0,1,3,0,0,1,2,2,2,0,0,0,4,0,0,1,0,0,0,0
"Redmond,+WA",,Redmond,WA,111,0,14,12,0,10,5,2,5,0,0,1,0,6,23,3,10,0,5,2,0,5,3,1,0,3,1,0
"Redondo+Beach,+CA",,Redondo Beach,CA,161,1,13,25,1,7,10,5,2,3,1,1,0,4,17,5,12,4,14,5,8,13,1,2,1,3,3,0
"Redwood+City,+CA",,Redwood City,CA,223,4,41,35,0,7,12,11,4,3,4,8,0,5,20,2,27,0,10,7,2,5,5,0,3,2,6,0
"Reno,+NV",,Reno,NV,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"Rensselaer,+NY",,Rensselaer,NY,14,0,3,0,0,2,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,2,1,0,0,0,0,0
"Renton,+WA",,Renton,WA,112,0,14,12,0,10,5,2,5,0,0,1,0,5,24,3,10,0,5,2,0,6,3,1,0,3,1,0
"Reston,+VA",,Reston,VA,321,7,81,17,97,10,9,1,8,5,2,7,0,1,25,6,19,5,2,6,2,3,4,0,2,1,1,0
"Rexburg,+ID",,Rexburg,ID,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Richardson,+TX",,Richardson,TX,140,8,28,5,0,7,13,4,5,2,0,5,0,8,17,1,6,5,6,5,0,6,5,1,3,0,0,0
"Richfield,+OH",,Richfield,OH,59,2,6,4,1,7,4,0,1,1,0,5,0,6,10,3,1,0,1,1,2,2,0,1,0,1,0,0
"Richmond,+CA",,Richmond,CA,145,2,16,26,0,4,8,13,4,1,5,7,0,3,16,2,16,0,6,3,3,6,2,1,1,0,0,0
"Richmond,+VA",,Richmond,VA,23,1,5,2,0,1,0,0,0,0,0,3,0,0,1,2,0,0,4,0,0,4,0,0,0,0,0,0
"Ridgeland,+MS",,Ridgeland,MS,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"River+Falls,+WI",,River Falls,WI,16,0,3,2,0,2,1,2,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"Riverbank,+CA",,Riverbank,CA,4,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Riverside,+CA",,Riverside,CA,76,3,8,8,1,4,6,2,5,0,0,5,0,2,9,2,3,0,2,5,1,5,1,2,0,0,2,0
"Riverview,+FL",,Riverview,FL,57,1,9,5,6,6,1,0,2,1,0,1,0,2,5,2,4,0,3,3,0,3,0,2,0,0,1,0
"Roanoke,+VA",,Roanoke,VA,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Robbinsville,+NJ",,Robbinsville,NJ,102,1,24,4,1,8,4,1,1,0,3,10,0,8,10,3,9,1,3,1,1,2,3,3,1,0,0,0
"Rochelle+Park,+NJ",,Rochelle Park,NJ,298,5,47,58,1,18,14,8,2,1,12,13,0,5,30,3,16,6,14,10,14,13,2,1,1,3,1,0
"Rochester,+NY",,Rochester,NY,22,1,4,1,0,0,1,0,0,0,0,2,0,3,3,0,0,0,0,6,0,1,0,0,0,0,0,0
"Rochester,+MN",,Rochester,MN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Rochester+Hills,+MI",,Rochester Hills,MI,82,3,18,7,1,4,7,3,1,0,2,7,0,2,8,2,3,0,1,3,1,3,1,0,2,3,0,0
"Rock+Hill,+NY",,Rock Hill,NY,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Rock+Island,+IL",,Rock Island,IL,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rockaway,+NJ",,Rockaway,NJ,261,3,47,51,1,15,12,3,2,1,11,14,0,6,27,2,15,5,9,8,11,7,3,3,1,3,1,0
"Rockford,+MN",,Rockford,MN,61,4,14,6,0,6,3,0,1,1,0,2,0,2,6,1,5,0,2,2,0,2,3,0,0,1,0,0
"Rockford,+IL",,Rockford,IL,6,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Rockland,+MA",,Rockland,MA,138,3,24,18,1,12,8,4,3,1,1,3,0,3,13,2,15,5,5,5,1,3,3,2,1,2,0,0
"Rocklin,+CA",,Rocklin,CA,18,0,3,1,0,2,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,3,0,1,0,1,1,0
"Rockville,+MD",,Rockville,MD,353,10,87,17,105,10,10,1,8,5,4,8,0,1,31,6,19,5,2,7,2,5,5,0,2,2,1,0
"Rockville,+VA",,Rockville,VA,23,1,5,2,0,1,0,0,0,0,0,3,0,0,1,2,0,0,4,0,0,4,0,0,0,0,0,0
"Rogers,+MN",,Rogers,MN,67,4,15,8,0,6,3,0,1,1,0,2,0,2,7,1,5,0,3,2,0,2,4,0,0,1,0,0
"Rolling+Hills+Estate,+CA",,Rolling Hills Estate,CA,178,3,13,30,1,8,13,4,3,4,1,2,0,4,20,5,11,4,12,6,9,13,1,3,1,3,4,0
"Rolling+Meadowns,+IL",,Rolling Meadowns,IL,245,9,46,26,0,15,10,12,6,4,7,11,0,16,22,10,13,1,7,6,3,10,2,1,1,2,5,0
"Rolling+Meadows,+IL",,Rolling Meadows,IL,245,9,46,26,0,15,10,12,6,4,7,11,0,16,22,10,13,1,7,6,3,10,2,1,1,2,5,0
"Rome,+GA",,Rome,GA,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ronkonkoma,+NY",,Ronkonkoma,NY,40,1,4,6,0,2,2,1,1,3,1,0,0,2,1,4,3,2,0,2,2,2,0,1,0,0,0,0
"Rosemont,+IL",,Rosemont,IL,244,9,46,26,0,15,10,12,6,4,7,11,0,17,22,10,13,1,7,6,3,9,2,1,1,2,4,0
"Roseville,+MN",,Roseville,MN,79,4,17,8,0,8,4,1,1,1,0,3,0,2,8,2,6,0,5,2,0,2,4,0,0,1,0,0
"Roseville,+CA",,Roseville,CA,19,0,3,1,0,2,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,3,1,1,0,1,1,0
"Roslyn+Heights,+NY",,Roslyn Heights,NY,286,4,38,59,1,16,13,7,3,4,12,11,0,7,25,5,14,8,14,8,14,14,2,2,1,3,1,0
"Roswell,+GA",,Roswell,GA,186,7,40,11,2,14,13,5,5,4,0,16,0,7,17,6,13,0,5,8,2,4,1,2,1,0,3,0
"Rushville,+IN",,Rushville,IN,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruston,+LA",,Ruston,LA,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Rutherford,+NJ",,Rutherford,NJ,309,5,54,57,1,18,14,7,2,1,13,14,0,6,30,3,18,6,14,10,12,13,3,2,2,3,1,0
"Sacramento,+CA",,Sacramento,CA,19,0,3,1,0,2,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,3,1,1,0,1,1,0
"Saginaw,+MI",,Saginaw,MI,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saint+Charles,+MO",,Saint Charles,MO,33,1,4,3,0,3,6,1,0,1,1,1,0,1,2,3,1,0,1,0,0,2,0,0,1,1,0,0
"Saint+Louis,+MO",,Saint Louis,MO,33,1,4,3,1,2,6,1,0,1,1,1,0,1,2,3,1,0,1,0,0,2,0,0,1,1,0,0
"Saint+Marys,+KS",,Saint Marys,KS,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saint+Paul,+MN",,Saint Paul,MN,77,4,17,8,0,7,4,1,1,1,0,3,0,1,8,2,6,0,5,2,0,2,4,0,0,1,0,0
"Saint+Petersburg,+FL",,Saint Petersburg,FL,61,1,10,6,6,6,1,0,3,1,0,1,0,2,6,2,4,0,3,3,0,3,0,2,0,0,1,0
"Saint+Pettersburg,+FL",,Saint Pettersburg,FL,61,1,10,6,6,6,1,0,3,1,0,1,0,2,6,2,4,0,3,3,0,3,0,2,0,0,1,0
"Saint+Simons+Island,+GA",,Saint Simons Island,GA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salem,+MA",,Salem,MA,155,5,25,18,2,16,7,4,3,1,2,4,0,4,15,2,16,5,5,5,1,4,4,2,2,3,0,0
"Salem,+NH",,Salem,NH,95,4,19,5,2,11,4,2,3,0,2,3,0,3,9,3,10,1,1,5,1,3,2,0,1,1,0,0
"Salem,+OR",,Salem,OR,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"Salina,+KS",,Salina,KS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salinas,+CA",,Salinas,CA,5,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salisbury,+MA",,Salisbury,MA,63,3,12,4,1,8,2,1,1,0,2,1,0,2,8,2,5,1,1,3,0,2,2,0,1,1,0,0
"Salisbury,+NC",,Salisbury,NC,8,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
"Salt+Lake,+UT",,Salt Lake,UT,76,5,1,7,1,3,6,4,1,4,3,3,0,4,5,4,8,0,7,1,0,6,0,2,0,0,1,0
"Salt+Lake+City,+UT",,Salt Lake City,UT,76,5,1,7,1,3,6,4,1,4,3,3,0,4,5,4,8,0,7,1,0,6,0,2,0,0,1,0
"San+Antoniio,+TX",,San Antoniio,TX,23,2,2,0,2,7,0,0,0,2,1,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0
"San+Antonio,+TX",,San Antonio,TX,23,2,2,0,2,7,0,0,0,2,1,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0
"San+Bernardino,+CA",,San Bernardino,CA,12,1,0,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,1,0
"San+Bruno,+CA",,San Bruno,CA,190,2,22,32,0,7,12,11,4,3,6,9,0,3,20,2,24,0,10,5,2,6,4,1,2,0,3,0
"San+Carlos,+CA",,San Carlos,CA,229,4,41,36,0,7,13,11,4,3,6,8,0,5,22,2,27,0,10,7,2,5,5,0,3,2,6,0
"San+Clemente,+CA",,San Clemente,CA,107,3,8,13,2,6,10,3,6,1,0,7,0,3,9,3,8,1,1,6,2,8,2,3,0,0,2,0
"Chapel+Hill,+NC",1,Chapel Hill,NC,44,2,3,6,0,6,3,1,0,2,2,5,0,1,1,0,5,0,2,0,0,1,1,0,1,2,0,0
"San+Dimas,+CA",,San Dimas,CA,166,4,16,23,1,7,13,3,6,3,0,4,0,4,22,6,9,2,13,6,6,8,1,3,0,1,5,0
"Raleigh,+NC",1,Raleigh,NC,44,2,3,6,0,7,2,1,0,2,2,4,0,2,1,0,5,0,2,0,0,1,1,0,1,2,0,0
"San+Gabriel,+CA",,San Gabriel,CA,183,2,14,28,1,7,13,6,4,4,1,0,0,4,22,5,12,4,14,7,8,14,1,3,1,3,5,0
"Charlotte,+NC",1,Charlotte,NC,51,4,9,1,0,5,5,2,0,1,0,7,0,4,6,1,3,1,0,0,0,1,0,1,0,0,0,0
"San+Juan,+PR",,San Juan,PR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"San+Leandro,+CA",,San Leandro,CA,216,2,37,32,0,7,12,11,4,3,6,9,0,5,21,2,26,0,10,7,2,6,6,1,3,0,4,0
"San+Luis+Obispo,+CA",,San Luis Obispo,CA,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0
"San+Marcos,+CA",,San Marcos,CA,102,5,5,10,3,6,7,3,4,0,3,2,0,6,11,1,10,4,4,2,0,5,3,1,2,2,2,1
"San+Marino,+CA",,San Marino,CA,177,2,14,27,1,7,12,5,4,4,1,0,0,4,20,5,12,4,14,7,8,14,1,2,1,3,5,0
"San+Mateo,+CA",,San Mateo,CA,227,4,40,36,0,7,13,12,4,3,6,9,0,4,21,2,27,0,11,7,2,5,4,1,3,1,5,0
"San+Rafael,+CA",,San Rafael,CA,122,2,10,25,0,5,7,12,3,1,5,6,0,3,11,1,12,0,6,2,3,6,1,1,0,0,0,0
"San+Ramon,+CA",,San Ramon,CA,207,2,36,30,0,7,11,11,4,3,5,8,0,5,21,2,26,0,9,7,2,5,6,0,3,0,4,0
"Sandwich,+IL",,Sandwich,IL,25,0,6,4,0,1,1,2,0,0,0,1,0,4,1,0,1,0,0,0,1,2,1,0,0,0,0,0
"Sandy,+UT",,Sandy,UT,86,7,1,7,1,5,7,5,0,5,2,3,0,4,5,4,11,0,8,2,0,6,0,2,0,0,1,0
"Sandy+Springs,+GA",,Sandy Springs,GA,187,8,40,11,2,14,13,5,5,4,0,16,0,7,17,6,13,0,5,8,2,4,1,2,1,0,3,0
"Sanford,+NC",,Sanford,NC,7,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Santa+Ana,+CA",,Santa Ana,CA,144,3,13,16,1,6,12,2,6,2,0,7,0,2,18,7,6,0,9,7,3,13,3,2,1,1,4,0
"Santa+ana,+CA",,Santa ana,CA,144,3,13,16,1,6,12,2,6,2,0,7,0,2,18,7,6,0,9,7,3,13,3,2,1,1,4,0
"Santa+Barbara,+CA",,Santa Barbara,CA,12,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,1,0,0
"Santa+Clara,+CA",,Santa Clara,CA,123,2,33,11,0,3,7,2,1,2,3,5,0,3,10,1,15,0,5,5,0,0,4,0,3,2,6,0
